repository_id,evidence_id,provider,project_id,metric,publication_timestamp,retrieval_timestamp,validation_status,confidence,source_url,price_usd,market_cap_usd,fdv_usd,circulating_supply,total_supply,max_supply,total_volume_usd,market_cap_rank,categories,ath_usd,ath_date,atl_usd,atl_date
coingecko-market:cosmos:monthly_snapshot:2025-09-15T00:00:00+00:00,historical-evidence:market-v1:366f205bdfe81ee81751deff88c6689db24919cf944aaa3cf2b8a8d57f9318c3,coingecko,cosmos,monthly_snapshot,2025-09-15T00:00:00+00:00,2026-07-12T11:25:45.676303+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/cosmos/history?date=15-09-2025&localization=false,4.641152574794351,2172646005.19153,,,,,87089817.01878116,,,,,,
coingecko-market:cosmos:monthly_snapshot:2025-10-15T00:00:00+00:00,historical-evidence:market-v1:85755b0ae82e70f22c8021629b725a0679543bac2df5993e352be9620738300a,coingecko,cosmos,monthly_snapshot,2025-10-15T00:00:00+00:00,2026-07-12T11:25:42.938599+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/cosmos/history?date=15-10-2025&localization=false,3.4748716903772188,1645207901.3686123,,,,,138538182.78906706,,,,,,
coingecko-market:cosmos:monthly_snapshot:2025-11-15T00:00:00+00:00,historical-evidence:market-v1:fe5ed23c23e70bd1a4162337cc00bd0f07e903ee1bb733dccee515dfe188b08c,coingecko,cosmos,monthly_snapshot,2025-11-15T00:00:00+00:00,2026-07-12T11:24:09.759959+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/cosmos/history?date=15-11-2025&localization=false,2.809731121779104,1347699910.5054793,,,,,92946076.04743725,,,,,,
coingecko-market:cosmos:monthly_snapshot:2025-12-15T00:00:00+00:00,historical-evidence:market-v1:898836cfe9ad6702d6742f5da7716620b094ebaf806579df2593b40035330b54,coingecko,cosmos,monthly_snapshot,2025-12-15T00:00:00+00:00,2026-07-12T11:24:06.758708+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/cosmos/history?date=15-12-2025&localization=false,2.1060124566011176,1017060931.2972977,,,,,30818716.09819014,,,,,,
coingecko-market:cosmos:monthly_snapshot:2026-01-15T00:00:00+00:00,historical-evidence:market-v1:90dd03eae9c17f2ddba3cd6b94b3a15ff58cd734a6a74c64a00f49b685bdc464,coingecko,cosmos,monthly_snapshot,2026-01-15T00:00:00+00:00,2026-07-12T11:24:04.013224+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/cosmos/history?date=15-01-2026&localization=false,2.5828961989184416,1260502164.7515833,,,,,59556443.34684101,,,,,,
coingecko-market:cosmos:monthly_snapshot:2026-02-15T00:00:00+00:00,historical-evidence:market-v1:05525305cb393627f7df4f424aa467d87d41a0bfe0340d5d58f0ec7bf293d98a,coingecko,cosmos,monthly_snapshot,2026-02-15T00:00:00+00:00,2026-07-12T11:24:01.284963+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/cosmos/history?date=15-02-2026&localization=false,2.179919673022659,1074619006.883247,,,,,31977659.31370104,,,,,,
coingecko-market:cosmos:monthly_snapshot:2026-03-15T00:00:00+00:00,historical-evidence:market-v1:d9c7aa171f963aabd0b31d2fb0bf3d5a5c1173b45b24c746a96fcfcd42b71086,coingecko,cosmos,monthly_snapshot,2026-03-15T00:00:00+00:00,2026-07-12T11:23:58.533363+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/cosmos/history?date=15-03-2026&localization=false,1.8703026688143949,932432255.2741572,,,,,25803110.202603437,,,,,,
coingecko-market:cosmos:monthly_snapshot:2026-04-15T00:00:00+00:00,historical-evidence:market-v1:f95fde37d6682a8c8d0c93051f72f35c08f718a52b40cd4df9a59f58ff9baa6f,coingecko,cosmos,monthly_snapshot,2026-04-15T00:00:00+00:00,2026-07-12T11:23:55.801697+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/cosmos/history?date=15-04-2026&localization=false,1.7455269362741979,879022592.0586361,,,,,47723755.48055556,,,,,,
coingecko-market:cosmos:monthly_snapshot:2026-05-15T00:00:00+00:00,historical-evidence:market-v1:958502de1a6db107f19874eea05dc66f669c5f3ed67d101de12e9a63a1e81d94,coingecko,cosmos,monthly_snapshot,2026-05-15T00:00:00+00:00,2026-07-12T11:22:22.799724+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/cosmos/history?date=15-05-2026&localization=false,2.0461414563443507,1040952070.8698235,,,,,41925088.276902966,,,,,,
coingecko-market:cosmos:monthly_snapshot:2026-06-15T00:00:00+00:00,historical-evidence:market-v1:06c80a1f8cdf80741beb5b3e407496fa70f0350238e0bf4a210162e65014dc51,coingecko,cosmos,monthly_snapshot,2026-06-15T00:00:00+00:00,2026-07-12T11:22:20.057987+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/cosmos/history?date=15-06-2026&localization=false,2.0043126821944264,1028797462.4606454,,,,,38635947.02706091,,,,,,
coingecko-market:curve:current_snapshot:2026-07-12T11:25:38.793Z,historical-evidence:market-v1:a5da0d682f97c1002a86d086eb4e478c9c3c1ebb2754df87afa6f957d7190460,coingecko,curve,current_snapshot,2026-07-12T11:25:38.793Z,2026-07-12T11:25:51.232868+00:00,valid,1.0,https://api.coingecko.com/api/v3/coins/curve-dao-token?localization=false&tickers=false&market_data=true&community_data=false&developer_data=false&sparkline=false,0.205681,315873519,493418212,1535756066.0,2398966572.792079,3030303031.0,25467553,130,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);Polygon Ecosystem;Fantom Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Base Ecosystem;Curve Ecosystem;DWF Labs Portfolio;Stablecoin Issuer;Energi Ecosystem;Sora Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;GMCI DeFi Index;Etherlink Ecosystem;GMCI Index;Coinbase 50 Index;Governance;Base Native,15.37,2020-08-14T00:00:00.000Z,0.171683,2026-06-06T05:05:27.937Z
coingecko-market:curve:monthly_snapshot:2025-08-15T00:00:00+00:00,historical-evidence:market-v1:99044794d7264290fe9c60e7cfd95ad4646d81f964e57a231ef8d316e385570a,coingecko,curve,monthly_snapshot,2025-08-15T00:00:00+00:00,2026-07-12T11:29:22.892090+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/curve-dao-token/history?date=15-08-2025&localization=false,0.9146321526623201,1268076758.1422515,,,,,349028572.5293131,,,,,,
coingecko-market:curve:monthly_snapshot:2025-09-15T00:00:00+00:00,historical-evidence:market-v1:9b08f6adbdd9e971edab09c1a04f902fba6fd4c42e43907c6a27af3abef69149,coingecko,curve,monthly_snapshot,2025-09-15T00:00:00+00:00,2026-07-12T11:29:20.155917+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/curve-dao-token/history?date=15-09-2025&localization=false,0.7923286237315189,1110166391.5326028,,,,,106361647.4504498,,,,,,
coingecko-market:curve:monthly_snapshot:2025-10-15T00:00:00+00:00,historical-evidence:market-v1:f0603027ef3b6b476ff29d5aa365765e084951000686f2d8b55a1dc5a25746ce,coingecko,curve,monthly_snapshot,2025-10-15T00:00:00+00:00,2026-07-12T11:29:17.417276+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/curve-dao-token/history?date=15-10-2025&localization=false,0.5932112816851477,837718995.9854369,,,,,306337699.42475146,,,,,,
coingecko-market:curve:monthly_snapshot:2025-11-15T00:00:00+00:00,historical-evidence:market-v1:6c03f6a99bffa55f823ab85b5d9be9f964e49b7ec906df7de91d15cbbfa49ccf,coingecko,curve,monthly_snapshot,2025-11-15T00:00:00+00:00,2026-07-12T11:29:14.673028+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/curve-dao-token/history?date=15-11-2025&localization=false,0.43062193800314436,614334990.5108522,,,,,165980865.70365247,,,,,,
coingecko-market:curve:monthly_snapshot:2025-12-15T00:00:00+00:00,historical-evidence:market-v1:920587f49ac28c37f827fac575ef4ea3aedafc5fcad509e66b0e8f972c4f0604,coingecko,curve,monthly_snapshot,2025-12-15T00:00:00+00:00,2026-07-12T11:29:11.929419+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/curve-dao-token/history?date=15-12-2025&localization=false,0.3757809768687111,539196762.9185032,,,,,53275053.96582105,,,,,,
coingecko-market:curve:monthly_snapshot:2026-01-15T00:00:00+00:00,historical-evidence:market-v1:da84dee8b7062f4ebd1ceff36e8f2cce20eb72b8115b0e781dc3ca10b55e8fc0,coingecko,curve,monthly_snapshot,2026-01-15T00:00:00+00:00,2026-07-12T11:27:38.939682+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/curve-dao-token/history?date=15-01-2026&localization=false,0.42789056199058895,627617107.7596242,,,,,68019199.55730605,,,,,,
coingecko-market:curve:monthly_snapshot:2026-02-15T00:00:00+00:00,historical-evidence:market-v1:dd85408f9973f982e2c3aa2061aff4b413ee8750cb3ef565aa4f66e51183f210,coingecko,curve,monthly_snapshot,2026-02-15T00:00:00+00:00,2026-07-12T11:27:36.210284+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/curve-dao-token/history?date=15-02-2026&localization=false,0.26592024613733845,392606661.93003285,,,,,57586922.84660007,,,,,,
coingecko-market:curve:monthly_snapshot:2026-03-15T00:00:00+00:00,historical-evidence:market-v1:b61036c7f935105fe74374d42d66f4c67fe059dceb74e819e24de4377380d8a3,coingecko,curve,monthly_snapshot,2026-03-15T00:00:00+00:00,2026-07-12T11:27:33.481928+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/curve-dao-token/history?date=15-03-2026&localization=false,0.23407827830541753,347379951.85822815,,,,,43583520.674428776,,,,,,
coingecko-market:curve:monthly_snapshot:2026-04-15T00:00:00+00:00,historical-evidence:market-v1:00c1ef3e85304d4ba851ac003b2a284f731c1b028d7e86c993f6c1902f2a7a41,coingecko,curve,monthly_snapshot,2026-04-15T00:00:00+00:00,2026-07-12T11:27:30.753088+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/curve-dao-token/history?date=15-04-2026&localization=false,0.216571125920201,324338710.86206555,,,,,51832202.48900064,,,,,,
coingecko-market:curve:monthly_snapshot:2026-05-15T00:00:00+00:00,historical-evidence:market-v1:db933b9de9bd157d86f9eb0f84576e7132f49d394586e9378b7233f71197b3b8,coingecko,curve,monthly_snapshot,2026-05-15T00:00:00+00:00,2026-07-12T11:27:28.014279+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/curve-dao-token/history?date=15-05-2026&localization=false,0.2761725172035865,418376465.49355155,,,,,48984465.459989846,,,,,,
coingecko-market:curve:monthly_snapshot:2026-06-15T00:00:00+00:00,historical-evidence:market-v1:ded5d47adab71220c1c491678147a478cc850786ffb503049030f73e5324e187,coingecko,curve,monthly_snapshot,2026-06-15T00:00:00+00:00,2026-07-12T11:25:55.024367+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/curve-dao-token/history?date=15-06-2026&localization=false,0.23607412366820438,359819491.30159026,,,,,41047444.97319268,,,,,,
coingecko-market:dydx:current_snapshot:2026-07-12T11:29:38.078Z,historical-evidence:market-v1:67d48f867fb7fae4f9445fdfddc87567c44e66b51c2759f58a57add80bc95c0f,coingecko,dydx,current_snapshot,2026-07-12T11:29:38.078Z,2026-07-12T11:30:10.844201+00:00,valid,1.0,https://api.coingecko.com/api/v3/coins/dydx?localization=false&tickers=false&market_data=true&community_data=false&developer_data=false&sparkline=false,0.132218,3916658,105671070,29630256.481182758,799421506.5707213,1000000000.0,4937646,1732,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Derivatives;Perpetuals;Ethereum Ecosystem;Paradigm Portfolio,27.86,2021-09-30T01:23:43.570Z,0.078895,2026-03-08T03:06:25.711Z
coingecko-market:dydx:monthly_snapshot:2025-08-15T00:00:00+00:00,historical-evidence:market-v1:842826b7f1c0241165bd8c9a18f7248c2ed332af9f408d7237784bd6e62560cc,coingecko,dydx,monthly_snapshot,2025-08-15T00:00:00+00:00,2026-07-12T11:33:58.168046+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/dydx/history?date=15-08-2025&localization=false,0.664458968709505,27696706.082783997,,,,,33757585.977279276,,,,,,
coingecko-market:dydx:monthly_snapshot:2025-09-15T00:00:00+00:00,historical-evidence:market-v1:9b7c40ff7fd2beed74b8bf76bb8fb3c3b3df4f812680a243126395ed9e2dcbbb,coingecko,dydx,monthly_snapshot,2025-09-15T00:00:00+00:00,2026-07-12T11:33:55.377874+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/dydx/history?date=15-09-2025&localization=false,0.6400564473367396,26642855.54036906,,,,,13342380.496702671,,,,,,
coingecko-market:dydx:monthly_snapshot:2025-10-15T00:00:00+00:00,historical-evidence:market-v1:ce36adb95a1b06bd5caa055e652509b2b8fc7839f47d983e33bd150823b813fe,coingecko,dydx,monthly_snapshot,2025-10-15T00:00:00+00:00,2026-07-12T11:33:52.103435+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/dydx/history?date=15-10-2025&localization=false,0.37397684101453116,15583105.429877058,,,,,32035232.281678375,,,,,,
coingecko-market:dydx:monthly_snapshot:2025-11-15T00:00:00+00:00,historical-evidence:market-v1:64c9b269989f25e2d5516965c2ebc310abc8627ef188c3d141dff6498519e335,coingecko,dydx,monthly_snapshot,2025-11-15T00:00:00+00:00,2026-07-12T11:33:49.258941+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/dydx/history?date=15-11-2025&localization=false,0.29247875424506437,12188105.977984264,,,,,48317800.41728035,,,,,,
coingecko-market:dydx:monthly_snapshot:2025-12-15T00:00:00+00:00,historical-evidence:market-v1:15583e5ae2b21d72d5ed6fe91e7c2da895b0ab1a993d4712971fd61af94111b1,coingecko,dydx,monthly_snapshot,2025-12-15T00:00:00+00:00,2026-07-12T11:32:16.283927+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/dydx/history?date=15-12-2025&localization=false,0.18563243617525527,7729763.870471645,,,,,9591432.522047823,,,,,,
coingecko-market:dydx:monthly_snapshot:2026-01-15T00:00:00+00:00,historical-evidence:market-v1:4e91adf0bc8b0e46ec52eef4eec65f9561077de42b330efb90689475c2c8ede3,coingecko,dydx,monthly_snapshot,2026-01-15T00:00:00+00:00,2026-07-12T11:32:13.558537+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/dydx/history?date=15-01-2026&localization=false,0.20789182041034304,6162734.092771197,,,,,8898221.140859641,,,,,,
coingecko-market:dydx:monthly_snapshot:2026-02-15T00:00:00+00:00,historical-evidence:market-v1:6b84b4a93d711488b1215504866e3b68c4f9593462ae2c7830f57520ec1fd8fd,coingecko,dydx,monthly_snapshot,2026-02-15T00:00:00+00:00,2026-07-12T11:32:10.819688+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/dydx/history?date=15-02-2026&localization=false,0.11313002816994727,3356669.0468843477,,,,,5401834.68763513,,,,,,
coingecko-market:dydx:monthly_snapshot:2026-03-15T00:00:00+00:00,historical-evidence:market-v1:2493d1badfb8cdbf304fccd64fe400ce5399dae4bf540f5598a5e3aeae3b558b,coingecko,dydx,monthly_snapshot,2026-03-15T00:00:00+00:00,2026-07-12T11:32:08.072599+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/dydx/history?date=15-03-2026&localization=false,0.0875264257582646,2594836.556045011,,,,,4607228.004216878,,,,,,
coingecko-market:dydx:monthly_snapshot:2026-04-15T00:00:00+00:00,historical-evidence:market-v1:f4dce59b06638b3d0b4882427d9699d00477b5d27345e0148e0dddaa08509745,coingecko,dydx,monthly_snapshot,2026-04-15T00:00:00+00:00,2026-07-12T11:32:05.323023+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/dydx/history?date=15-04-2026&localization=false,0.0943249582675098,2796936.4515675367,,,,,8911076.970514769,,,,,,
coingecko-market:dydx:monthly_snapshot:2026-05-15T00:00:00+00:00,historical-evidence:market-v1:3703897f54a40674c2b7f78b381234b753c96dddc749d92918bb52a1727b09b4,coingecko,dydx,monthly_snapshot,2026-05-15T00:00:00+00:00,2026-07-12T11:30:32.305507+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/dydx/history?date=15-05-2026&localization=false,0.156497124309728,4638493.221840156,,,,,6281193.934201017,,,,,,
coingecko-market:dydx:monthly_snapshot:2026-06-15T00:00:00+00:00,historical-evidence:market-v1:dc9eb2c171eee221ff26fa3928f4292c6050874414f4e3e8ac0ff625638a4622,coingecko,dydx,monthly_snapshot,2026-06-15T00:00:00+00:00,2026-07-12T11:30:29.560005+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/dydx/history?date=15-06-2026&localization=false,0.1232973209639641,3651155.591363647,,,,,5286675.207261181,,,,,,
coingecko-market:eigenlayer:current_snapshot:2026-07-12T11:33:09.448Z,historical-evidence:market-v1:834966f216250cd5da08d817ccf8aed9ad6aeade65aab1d64cbf12baef7a0305,coingecko,eigenlayer,current_snapshot,2026-07-12T11:33:09.448Z,2026-07-12T11:34:00.905348+00:00,valid,1.0,https://api.coingecko.com/api/v3/coins/eigenlayer?localization=false&tickers=false&market_data=true&community_data=false&developer_data=false&sparkline=false,0.232858,172558554,423991130,741228566.6979554,1821261998.093281,,19695482,184,Artificial Intelligence (AI);Infrastructure;Ethereum Ecosystem;Base Ecosystem;Data Availability;Restaking;Polychain Capital Portfolio;AI Framework;Made in USA;x402 Ecosystem,5.65,2024-12-17T03:45:30.422Z,0.148424,2026-04-05T13:35:56.068Z
coingecko-market:eigenlayer:monthly_snapshot:2025-08-15T00:00:00+00:00,historical-evidence:market-v1:a214710b67eb817b63e4a3f9fc8e9c261d82edcfeee09c35171c36f791918705,coingecko,eigenlayer,monthly_snapshot,2025-08-15T00:00:00+00:00,2026-07-12T11:37:31.858509+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/eigenlayer/history?date=15-08-2025&localization=false,1.410387952179166,455786790.14346087,,,,,181025525.8962407,,,,,,
coingecko-market:eigenlayer:monthly_snapshot:2025-09-15T00:00:00+00:00,historical-evidence:market-v1:e11339f4f615ae4c0e8f41bba54abf1c34166b8c8d07699f4a4d81c4f363dc40,coingecko,eigenlayer,monthly_snapshot,2025-09-15T00:00:00+00:00,2026-07-12T11:37:29.123178+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/eigenlayer/history?date=15-09-2025&localization=false,1.6058706255231288,530733789.9418136,,,,,134514608.8162588,,,,,,
coingecko-market:eigenlayer:monthly_snapshot:2025-10-15T00:00:00+00:00,historical-evidence:market-v1:aa398d71cc2257a48c101c47a366c4e507e8f3d53e8ae2bce6cb5a10c6ff515f,coingecko,eigenlayer,monthly_snapshot,2025-10-15T00:00:00+00:00,2026-07-12T11:37:26.381352+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/eigenlayer/history?date=15-10-2025&localization=false,1.3219532131701925,509771563.32716817,,,,,128956880.5469254,,,,,,
coingecko-market:eigenlayer:monthly_snapshot:2025-11-15T00:00:00+00:00,historical-evidence:market-v1:9ef0fedceb72074c2041ed2792fbe7f2c3aad5ddcd318773a2e0724851dc6227,coingecko,eigenlayer,monthly_snapshot,2025-11-15T00:00:00+00:00,2026-07-12T11:37:23.645335+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/eigenlayer/history?date=15-11-2025&localization=false,0.6763033187391195,297211268.01541364,,,,,74958241.5677981,,,,,,
coingecko-market:eigenlayer:monthly_snapshot:2025-12-15T00:00:00+00:00,historical-evidence:market-v1:9694693f564372988bd5e50f95743a6f74fe079b4c68e879c78ed3e58d9b77ac,coingecko,eigenlayer,monthly_snapshot,2025-12-15T00:00:00+00:00,2026-07-12T11:37:20.906636+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/eigenlayer/history?date=15-12-2025&localization=false,0.42111897974569734,206310651.06877244,,,,,27840818.68960382,,,,,,
coingecko-market:eigenlayer:monthly_snapshot:2026-01-15T00:00:00+00:00,historical-evidence:market-v1:4560b15d4b03417cc119a36c9493a0b9de58333e5cefed7c79f9795bc4c5e155,coingecko,eigenlayer,monthly_snapshot,2026-01-15T00:00:00+00:00,2026-07-12T11:35:47.857882+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/eigenlayer/history?date=15-01-2026&localization=false,0.4324969586752493,233999318.8872999,,,,,43465631.23083682,,,,,,
coingecko-market:eigenlayer:monthly_snapshot:2026-02-15T00:00:00+00:00,historical-evidence:market-v1:781a57b4f3c1cbb993768b04f7a43543c339bc495d11ac5cf9aa631be2fe24a9,coingecko,eigenlayer,monthly_snapshot,2026-02-15T00:00:00+00:00,2026-07-12T11:35:45.109956+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/eigenlayer/history?date=15-02-2026&localization=false,0.21917395181591834,130378427.89785877,,,,,19633921.167412166,,,,,,
coingecko-market:eigenlayer:monthly_snapshot:2026-03-15T00:00:00+00:00,historical-evidence:market-v1:9f2d2b1a7fd15eb32d2c8a9ab4c6564a0746ce66f1fa2f3e5f362c0e65d9f650,coingecko,eigenlayer,monthly_snapshot,2026-03-15T00:00:00+00:00,2026-07-12T11:35:42.368329+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/eigenlayer/history?date=15-03-2026&localization=false,0.19223836090019905,123989860.69011925,,,,,16553840.335131992,,,,,,
coingecko-market:eigenlayer:monthly_snapshot:2026-04-15T00:00:00+00:00,historical-evidence:market-v1:e6ec4f68b8433936aa579629bc7dfa3652fd27a4cdf0cbd690d62ced277b6d74,coingecko,eigenlayer,monthly_snapshot,2026-04-15T00:00:00+00:00,2026-07-12T11:35:39.616458+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/eigenlayer/history?date=15-04-2026&localization=false,0.15971748554877657,110379208.55086705,,,,,18735178.79823085,,,,,,
coingecko-market:eigenlayer:monthly_snapshot:2026-05-15T00:00:00+00:00,historical-evidence:market-v1:2e54f8ea43541cb6efe25fb801eb94aa24da7ea9d32af23685810f775afc6ada,coingecko,eigenlayer,monthly_snapshot,2026-05-15T00:00:00+00:00,2026-07-12T11:35:36.879504+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/eigenlayer/history?date=15-05-2026&localization=false,0.2246152765433779,166660331.8968282,,,,,24562600.27766783,,,,,,
coingecko-market:eigenlayer:monthly_snapshot:2026-06-15T00:00:00+00:00,historical-evidence:market-v1:d13ef35938f0f7e7b92d20e49d04e2609abd9c50b3cb41a73b51b57a00bd9d11,coingecko,eigenlayer,monthly_snapshot,2026-06-15T00:00:00+00:00,2026-07-12T11:34:03.913498+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/eigenlayer/history?date=15-06-2026&localization=false,0.20322055634918518,150678800.13390294,,,,,37101069.14646706,,,,,,
coingecko-market:ens:current_snapshot:2026-07-12T11:38:51.526Z,historical-evidence:market-v1:4b7910a9e9e20ec8328ca9728dd8122b7e59c73df2bbd24193560e7654875a6d,coingecko,ens,current_snapshot,2026-07-12T11:38:51.526Z,2026-07-12T11:39:04.892822+00:00,valid,1.0,https://api.coingecko.com/api/v3/coins/ethereum-name-service?localization=false&tickers=false&market_data=true&community_data=false&developer_data=false&sparkline=false,4.13,169121279,413535312,40896454.15143091,100000000.0,100000000.0,8778700,186,NFT;Ethereum Ecosystem;Decentralized Identifier (DID);Name Service;Governance,83.4,2021-11-11T02:20:01.099Z,3.97,2026-06-26T02:25:43.219Z
coingecko-market:ens:monthly_snapshot:2025-08-15T00:00:00+00:00,historical-evidence:market-v1:ab17ea4136d06c5ee6b176c9a61d722c1e0f18b31869e10050ffe4b738740bc4,coingecko,ens,monthly_snapshot,2025-08-15T00:00:00+00:00,2026-07-12T11:42:37.561416+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/ethereum-name-service/history?date=15-08-2025&localization=false,26.56995795057048,881515868.4268228,,,,,296825076.6151778,,,,,,
coingecko-market:ens:monthly_snapshot:2025-09-15T00:00:00+00:00,historical-evidence:market-v1:1a647f73482bc07a73f87ff477a4e97df126aafd06cb7a56c105e71ae94a828e,coingecko,ens,monthly_snapshot,2025-09-15T00:00:00+00:00,2026-07-12T11:41:04.590653+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/ethereum-name-service/history?date=15-09-2025&localization=false,23.76082442618863,787810974.3840815,,,,,57532048.590215705,,,,,,
coingecko-market:ens:monthly_snapshot:2025-10-15T00:00:00+00:00,historical-evidence:market-v1:91e0262c3bb43509dce8b373965aae4c098abe44aa76d79a75f2ae00ab9e8874,coingecko,ens,monthly_snapshot,2025-10-15T00:00:00+00:00,2026-07-12T11:41:01.854916+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/ethereum-name-service/history?date=15-10-2025&localization=false,16.991637573799828,563630699.760969,,,,,77984051.2904021,,,,,,
coingecko-market:ens:monthly_snapshot:2025-11-15T00:00:00+00:00,historical-evidence:market-v1:44a78b8c35cac5d134742a556346780e4bc2696173089fe5818ec8a18bef68da,coingecko,ens,monthly_snapshot,2025-11-15T00:00:00+00:00,2026-07-12T11:40:59.111459+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/ethereum-name-service/history?date=15-11-2025&localization=false,12.93290797298327,490206682.7861941,,,,,50715969.88289148,,,,,,
coingecko-market:ens:monthly_snapshot:2025-12-15T00:00:00+00:00,historical-evidence:market-v1:78a627d9622cf32d23530aae9847106116be4b8115f32eef9671e37986448201,coingecko,ens,monthly_snapshot,2025-12-15T00:00:00+00:00,2026-07-12T11:40:56.359322+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/ethereum-name-service/history?date=15-12-2025&localization=false,10.411944331048536,397627458.6683202,,,,,17362925.11546059,,,,,,
coingecko-market:ens:monthly_snapshot:2026-01-15T00:00:00+00:00,historical-evidence:market-v1:4b83dd083d92bd9d50a76b86f5e1bc7b9fd754f6ef29bf39f2001358a93d0dfd,coingecko,ens,monthly_snapshot,2026-01-15T00:00:00+00:00,2026-07-12T11:40:53.572288+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/ethereum-name-service/history?date=15-01-2026&localization=false,10.905773544560597,416628635.16964716,,,,,42556593.122512944,,,,,,
coingecko-market:ens:monthly_snapshot:2026-02-15T00:00:00+00:00,historical-evidence:market-v1:ded965a92c98b4670f0285cbd9891aa5377c62084acf5620282fd1b0b7da2e86,coingecko,ens,monthly_snapshot,2026-02-15T00:00:00+00:00,2026-07-12T11:40:50.836966+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/ethereum-name-service/history?date=15-02-2026&localization=false,6.879289186442528,262991683.36504832,,,,,55006112.6521425,,,,,,
coingecko-market:ens:monthly_snapshot:2026-03-15T00:00:00+00:00,historical-evidence:market-v1:6d320facc283c8e261b099339b431da259633f7d6936abce0f337c75a8598e08,coingecko,ens,monthly_snapshot,2026-03-15T00:00:00+00:00,2026-07-12T11:39:17.856043+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/ethereum-name-service/history?date=15-03-2026&localization=false,6.001751712187768,230347083.87904269,,,,,12218567.827507846,,,,,,
coingecko-market:ens:monthly_snapshot:2026-04-15T00:00:00+00:00,historical-evidence:market-v1:31c8d0a543472ae3ebd18c2a30bfa33a6ad2d5f8a0a07a24f05177004893ae5e,coingecko,ens,monthly_snapshot,2026-04-15T00:00:00+00:00,2026-07-12T11:39:13.988533+00:00,valid,0.9,https://api.coingecko.com/api/v3/coins/ethereum-name-service/history?date=15-04-2026&localization=false,5.77127167649665,221607800.11212325,,,,,18749230.72176377,,,,,,
